125	1045	9	14.8
122	429	21	21.96
149	400	13	13.85
1710	159	11	48.05
106	14818	3	7.86
659	1684	4	26.48
247	1432	3	9.46
4779	289	3	18.7
6794	706	4	41.45
12328	105	3	7.23
1329	1252	3	20.57
1294	12	26	11.63
310	2009	4	20.73
14145	105	3	7.23
8476	128	3	12.31
6015	16	4	14.92
124	4641	3	8.44
998	936	3	17.47
249	880	8	31.84
3318	101	10	9.52
188	2298	3	8.9
12	3029	14	21.79
251	103	116	15.3
155	3119	4	13.27
113	14379	3	13.89
727	1494	6	44.45
220	572	11	36.77
221	2550	3	11.73
155	614	7	8.02
12	672	46	10.22
2230	1560	4	36.88
598	489	4	14.42
105	5817	6	9.43
2425	170	6	26.5
2399	154	4	11.21
357	2008	3	14.71
664	6450	3	28.19
795	600	8	50.59
2296	184	4	14.05
317	1384	3	11.47
155	447	8	6.67
130	435	12	8.03
101	278	94	9.85
8563	128	3	12.31
12	394	72	12.2
360	1481	4	20.31
395	762	4	14.91
430	742	3	9.51
5062	1372	6	73.92
2254	227	4	17.23
16	1756	5	7.56
653	114	23	30.21
1201	454	3	12.89
110	13907	3	13.5
243	111	55	17.67
870	179	21	105.59
125	7272	3	10.69
108	11492	3	6.69
109	10376	3	8.54
723	226	37	264.25
4362	57	3	10.19
178	129	38	6.94
152	118	81	7.84
2736	451	3	18.92
244	3047	3	13.69
336	706	8	36.24
1774	106	14	10.37
132	6007	3	9.86
12	5291	8	12.45
2617	122	5	10.92
12	7646	5	7.78
1438	681	4	25.56
3992	101	10	20.98
2906	180	3	9.63
356	979	3	10.44
3930	178	3	11.35
104	2191	17	23.26
727	111	23	26.68
133	3396	3	6.93
131	1651	5	8.18
3185	2041	5	56.63
1176	130	8	14.74
13858	14828	3	61.26
12	2065	19	22.86
790	143	6	6.78
1782	12	17	7.43
14704	8	3	12.14
156	1473	4	7.5
128	596	11	11.22
186	785	5	9.14
102	487	65	44.58
103	123	649	88.07
5905	272	3	21.12
12	1291	27	16.06
515	129	12	10.44
3615	113	5	8.3
190	5982	3	15.5
1920	1352	3	23.97
120	119	146	18.92
1232	137	5	6.82
240	1889	3	11.19
214	3014	8	57.38
119	2219	4	7.01
12361	383	3	32.63
968	111	12	7.02
1091	275	4	14.49
119	4695	5	16.29
3653	210	3	14.03
555	114	23	29.11
2810	9	13	42
6808	12	5	7.78
640	276	5	13.95
57	1329	6	12.9
508	59	8	6.74
205	509	28	135.78
113	497	23	14.37
202	3346	3	12.12
13637	108	3	10.83
2640	200	4	17.49
187	9126	3	20.15
466	650	11	64
1486	251	3	9.61
977	190	4	7.7
592	117	13	6.97
114	201	53	9.7
5922	431	3	23.73
1218	2124	6	58.46
3267	10	3	9.79
331	2308	5	33.22
146	736	7	11.64
329	698	3	7.55
104	12745	3	6.66
170	2234	3	8.46
234	1862	3	10.15
1015	229	3	6.68
675	4656	6	67.88
377	342	5	12.08
2386	236	4	19.91
16	12610	3	18.13
226	280	13	28.27
165	137	36	9.13
59	739	7	8.84
9	959	15	10.91
195	545	16	54.33
257	3884	4	25.08
703	355	4	13.19
476	449	3	7.17
247	9593	4	38.02
1494	316	3	11.96
1940	293	8	53.44
984	3019	5	50.05
408	106	51	12.49
124	8817	4	19.84
107	3132	8	9.51
136	304	22	23.55
8	402	29	8.48
5878	133	3	12.59
7686	103	4	8.67
881	232	4	10
3438	4095	3	36.31
101	10926	4	8.39
744	280	3	6.72
169	3943	3	10.95
118	667	12	7.62
114	1611	7	6.99
143	3242	3	7.47
5286	102	7	10.17
142	2383	4	9.12
1253	188	4	9.39
2309	1677	4	37.52
463	12	85	48.84
16134	170	3	24.49
400	800	9	49.01
2028	161	4	10.56
4898	4416	3	39.22
2062	134	8	25.27
103	11391	4	8.67
258	109	70	49.5
799	1823	3	20.23
1310	524	3	14.41
166	1147	5	12.29
136	1012	6	7.62
109	1980	16	43.97
107	434	60	49.87
2578	305	4	23.57
1942	4002	5	61.58
383	182	18	44.87
382	550	3	7.34
3077	556	3	21.68
392	3478	3	19.63
2470	122	6	13.84
3428	158	4	14.92
6660	114	3	6.91
456	1687	3	15.99
3616	2765	4	46.71
119	2489	5	9.05
16154	116	3	14.99
542	1028	3	13.35
7097	153	3	13.76
101	1113	26	16.12
184	239	19	24.6
694	169	6	8.95
116	14311	3	14.99
104	282	93	12.13
188	1583	7	27.48
127	376	17	15.53
161	609	6	7.95
218	206	13	11.84
10	3650	3	10.35
131	3886	3	6.9
216	961	4	9.24
2834	1560	4	39.03
580	254	4	7.85
11510	106	4	10.48
4125	107	6	6.79
310	900	3	9.33
811	1955	3	20.19
1329	59	6	12.54
338	161	24	57.67
149	1491	8	23.51
119	1074	15	32.38
107	12169	3	9.14
106	12029	3	7.86
1001	169	5	9.22
4513	465	7	72.95
3489	3677	3	37.79
4004	396	4	32.54
396	534	3	7.11
120	3519	5	13.2
812	136	7	7.49
150	2945	4	12.38
4782	2	3	10.04
106	12893	3	7.86
147	195	28	13.54
4427	8	6	13.68
4328	154	3	9.95
119	1407	7	8.89
124	103	601	65.17
208	892	5	13.22
4064	1154	8	99.03
394	3109	10	95.27
430	1014	3	11.41
5187	7	3	11.09
6320	2381	6	93.04
1107	12	27	7.56
132	969	8	11.32
132	2825	7	25.73
5746	131	3	12.55
101	2195	13	7.41
353	1102	4	17.18
923	209	4	8.84
5083	120	3	9.24
1501	1352	3	22.14
727	6007	3	27.5
859	157	6	9.18
3034	330	3	17.45
600	1041	4	22.13
3698	294	3	17.47
1171	148	5	7.42
1143	109	20	36.06
132	111	218	43.68
129	3789	5	16.65
1333	315	7	39.79
131	2981	5	14.37
285	624	5	15.63
102	4079	8	9.2
4690	7	4	16.44
2628	102	10	6.94
733	9604	4	49.46
123	7175	6	36.6
935	856	3	16.03
364	356	5	12.12
279	394	20	95
7782	59	3	14.49
341	447	4	9.37
689	706	9	70.2
183	153	37	30.01
153	1675	4	8.66
4433	101	7	6.87
1216	17	4	8.99
107	193	158	49.52
138	105	474	124.6
1150	103	24	16.11
110	3411	5	9.76
559	190	8	15.77
9956	8	3	7.92
498	2001	3	17.41
438	437	3	6.65
1965	118	6	8.29
145	7736	3	14.09
6087	6666	3	44.63
232	427	6	10.46
234	673	6	16.52
142	12	578	59.42
201	177	18	11.33
909	4503	3	27.13
114	3791	7	20.59
232	642	9	30.17
175	791	5	7.2
333	2732	5	32.86
15327	104	3	6.66
203	148	26	15.04
557	105	41	12.44
140	5198	3	10.14
907	545	3	12.42
104	9582	3	6.66
195	1629	3	8.02
293	2425	5	30.13
8	106	1234	38.27
3165	751	4	33.57
295	2689	4	23.16
1114	108	18	17.05
324	1150	5	23.62
229	1015	3	6.68
293	318	11	33.79
983	6310	3	30.64
853	508	3	12.16
854	59	6	7.6
440	1230	3	12.96
1495	179	6	21.44
106	4431	7	10.06
986	247	3	6.95
107	4316	6	8.3
537	12	73	43.35
3573	139	5	17.94
1630	111	9	9.82
9	691	17	8.16
703	148	8	11
59	1039	5	6.73
4923	101	7	9.52
137	3614	3	7.48
8	3972	5	7.79
460	11155	3	29.76
474	1539	3	15.06
7778	617	3	29.27
1634	108	10	7.85
2276	6530	5	76.4
2121	198	3	9.35
431	201	6	7.4
8871	158	3	15.72
527	232	5	9.65
1098	471	3	14.56
1518	1078	4	29.96
434	2211	3	16.96
493	3920	4	31.75
6663	1659	3	37.63
465	1324	9	63.2
559	4010	3	23.05
2636	7532	3	39.98
105	13060	3	7.23
651	105	33	7.5
1021	11522	3	34.72
980	2627	9	97.93
3123	9	7	11.18
569	295	4	9.8
11475	111	3	8.84
534	650	3	10.26
107	1772	12	9.19
9	383	41	29.55
1660	875	9	81.4
674	759	3	12.75
2272	16	4	6.93
109	2486	6	6.93
107	4005	6	8.3
291	159	16	17.56
382	1032	3	11.17
164	6408	3	14.68
107	4339	6	6.79
984	1019	41	613.31
642	346	3	7.55
227	1780	3	9.7
434	3654	3	20.58
5995	229	4	29.65
1552	124	5	6.8
15080	293	3	30.71
4520	3528	3	37.79
113	8100	3	7.57
742	793	26	250.14
139	2143	5	12.31
116	3016	5	9.89
3329	457	3	19.76
3686	1968	6	73.92
118	128	124	11.22
682	395	7	33.85
232	3100	3	13.51
175	831	5	7.93
233	335	15	41.13
2757	1023	3	24.52
5381	117	4	10.62
113	5693	4	9.58
296	4596	4	29.67
1628	219	4	13.67
194	1320	3	7.1
107	160	215	37.34
110	3452	5	7.77
179	14074	3	25.14
229	330	11	26.77
1340	284	3	9.95
13753	9	3	12.28
198	6401	4	26.82
153	9555	3	17.48
229	4126	3	15.84
109	220	71	27.89
193	264	22	46.84
258	2099	4	18.32
5304	517	7	75.08
8	3250	11	33.93
4191	108	7	14.14
733	335	10	50.76
5277	171	3	13.24
439	173	13	24.88
6675	102	6	13.19
9874	109	3	8.54
347	1302	6	33.66
539	1807	4	25.6
7	4657	4	17.66
2376	103	12	8.05
678	733	3	12.55
3464	2983	11	184.88
113	4972	4	8.26
333	7344	4	34.45
11595	113	4	18.52
5	8	20	6.63
172	4238	8	52.3
4259	143	4	14.77
239	173	17	15.71
838	387	3	10.18
2340	108	9	11.86
115	312	83	176.19
205	1055	15	78.76
104	14840	3	6.66
175	1136	4	6.86
169	398	10	13.24
1433	178	4	9.34
12913	1218	3	40.79
108	5396	5	8.55
134	227	24	9.54
195	297	10	11.91
3320	148	3	7.56
1242	172	7	20.16
490	1011	4	19.4
120	4655	3	8.11
1027	113	19	33.04
520	1057	3	13.5
150	7868	5	35.7
3011	708	6	54.72
394	1304	16	157.06
3307	179	6	32.58
245	796	7	24.3
534	11275	4	46.65
120	721	12	12.87
16	443	13	7.92
6988	131	3	11.05
181	1747	3	7.16
6620	146	3	14.64
2460	176	3	8.03
129	4570	3	8.62
132	5765	3	9.86
113	10608	3	9.6
666	200	5	9.08
10	1125	7	18.51
127	359	15	9.81
2680	155	4	12.68
12	1838	19	11.15
105	440	51	9.68
6223	191	4	24.29
130	4045	3	7.46
160	2738	3	8.31
102	228	320	610.88
184	272	11	9.26
103	2335	15	16.26
