2723	1
4249	2
22	3
612	4
4327	5
202	6
4493	7
980	8
104	9
48	10
4758	11
202	12
2508	13
1451	14
755	15
100	16
118	17
7683	18
1042	19
921	20
127	21
1911	22
4290	23
1112	24
893	25
1150	26
4290	27
4484	28
1912	29
2715	30
1082	31
2875	32
640	33
1829	34
826	35
4291	36
2969	37
933	38
56	39
7436	40
80	41
1395	42
1750	43
4291	44
7371	45
1107	46
97	47
8572	48
100	49
2937	50
412	51
1125	52
2305	53
6313	54
351	55
1134	56
1152	57
30	58
192	59
82	60
2873	61
18	62
37	63
7463	64
1152	65
2955	66
2021	67
1392	68
226	69
366	70
191	71
2392	72
366	73
1395	74
2020	75
410	76
1750	77
1943	78
45	79
1468	80
514	81
515	82
639	83
19	84
744	85
248	86
1485	87
224	88
350	89
612	90
8652	91
192	92
4371	93
178	94
5111	95
48	96
190	97
3945	98
412	99
1465	100
190	101
191	102
2477	103
2588	104
1	105
2365	106
4528	107
4780	108
2846	109
4533	110
1418	111
1955	112
7776	113
1941	114
4500	115
7783	116
4534	117
7778	118
2861	119
2847	120
4515	121
2959	122
2742	123
228	124
4374	125
208	126
629	127
229	128
1092	129
7804	130
204	131
4795	132
66	133
617	134
632	135
2862	136
229	137
6	138
10	139
1948	140
921	141
4809	142
760	143
118	144
1417	145
629	146
2869	147
1430	148
410	149
2822	150
2765	151
66	152
230	153
5	154
1015	155
20	156
192	157
1852	158
1664	159
7231	160
1719	161
230	162
6351	163
52	164
3068	165
2672	166
1440	167
1849	168
2652	169
1398	170
19	171
1398	172
7175	173
532	174
4762	175
6	176
4138	177
53	178
71	179
408	180
2716	181
529	182
11	183
5192	184
1726	185
2008	186
252	187
53	188
1389	189
3770	190
532	191
2495	192
176	193
2501	194
279	195
32	196
30	197
341	198
1699	199
1128	200
53	201
53	202
6287	203
532	204
50	205
18	206
469	207
230	208
273	209
273	210
1831	211
53	212
53	213
2828	214
75	215
178	216
130	217
130	218
2947	219
7071	220
172	221
224	222
53	223
1036	224
22	225
192	226
577	227
48	228
1852	229
1402	230
755	231
3042	232
1427	233
53	234
1140	235
3138	236
4214	237
57	238
403	239
612	240
1410	241
2508	242
528	243
747	244
53	245
164	246
5700	247
50	248
2614	249
4176	250
558	251
4008	252
314	253
970	254
2000	255
7418	256
283	257
666	258
130	259
564	260
1156	261
89	262
2479	263
7939	264
1037	265
75	266
53	267
2019	268
426	269
590	270
6501	271
1922	272
529	273
31	274
130	275
909	276
4547	277
246	278
7906	279
1376	280
302	281
2684	282
72	283
590	284
1401	285
118	286
489	287
803	288
822	289
4164	290
2364	291
2815	292
1660	293
305	294
351	295
975	296
748	297
2954	298
534	299
761	300
1376	301
3449	302
4258	303
2898	304
717	305
1354	306
1451	307
6044	308
632	309
142	310
1140	311
842	312
6388	313
532	314
6040	315
142	316
53	317
3572	318
1311	319
2503	320
629	321
754	322
448	323
930	324
1752	325
2666	326
118	327
2277	328
102	329
2279	330
2739	331
5803	332
532	333
5854	334
1822	335
308	336
520	337
63	338
3057	339
6430	340
3965	341
1673	342
1886	343
85	344
3626	345
2819	346
6684	347
1060	348
53	349
1795	350
696	351
355	352
1571	353
1451	354
137	355
